street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
BRIARFIELD WALK,6,3,1,12,12,0,,0,313309,BRIARFIELD ROAD,,Siulan Ghort Driseacha
PODDLE GREEN,6,4,1,,,0,,0,,PODDLE PARK,,
SHANDON GREEN,6,2,1,,,0,,0,319714,SHANDON CRESCENT,,
SHANDON MILL,6,2,1,,,0,,0,319714,SHANDON PARK,,
THE CRESCENT,6,3,1,6,6,35,,0,313222,"COLLINSWOOD,BEAUMONT ROAD",,
CHESTNUT COURT,6,3,1,8,8,45,,0,313222,COLLINSWOOD EST.,,
NEWTOWN AVENUE,4,3,2,3,3,534,,0,313306,GREENCASTLE PARADE,,
NEWTOWN PARK,4,3,2,3,3,270,,0,313306,NEWTOWN AVE.,,
NEWTOWN WAY,4,3,2,3,3,88,,0,313306,NEWTOWN PARK,,
NEWTOWN CLOSE,4,4,2,3,3,76,,0,313306,NEWTOWN ROAD,,
NEWTOWN ROAD,4,3,2,3,3,250,,0,313306,NEWTOWN PARK,MALAHIDE ROAD,
KIMMAGE COURT,6,4,1,,,0,,0,332813,KIMMAGE ROAD LWR.,,
BOTANIC VILLAS,6,1,1,13,21,125,,0,319709,BOTANIC ROAD,,
CHURCH VIEW,6,3,1,,,0,,0,319806,CHURCH AVE.,,
CLONSHAUGH COURT,6,3,1,2,2,0,,0,313204,CLONSHAUGH CRESCENT,,
ELMDALE CLOSE,6,4,1,,,0,,0,326211,BLACKDITCH ROAD,,
INNISMORE,6,4,1,,,0,,0,332801,ST MARY'S ROAD,,
LEINSTER PARK,5,5,1,,,0,,2000,332804,HAROLD'S CROSS ROAD,,
PARK WEST AVENUE,4,4,1,2,10,364,,1999,332701,NANGOR ROAD,,
PODDLE CLOSE,5,4,1,,,0,,0,332807,PODDLE PARK,,
THE MILLS,6,3,1,11,11,0,,0,313317,MILLWOOD PARK,,
BELLEVILLE,5,1,1,,,0,,0,319609,BLACKHORSE AVENUE,,
RIVERVIEW COURT,6,4,1,,,0,,0,326203,LUCAN ROAD,,
LAURENCE BROOK,6,4,1,,,110,,0,326203,LUCAN ROAD,,
THE STEEPLES,6,4,1,,,200,,0,326204,ST. LAURENCE ROAD,,
ASHTOWN LODGE,6,1,1,,,0,,0,319610,PARK ROAD,,
COOLOCK VILLAGE CLOSE,6,3,1,9,9,73,,0,313215,MALAHIDE ROAD OLD,,
SUNBURY PARK,6,5,1,,,0,,0,332815,SUNBURY GARDENS,,
CONVENT LAWNS,6,4,1,,,0,,0,326208,KYLEMORE ROAD,,
WALNUT WALK,7,2,2,8,8,61,,0,319801,GRIFFITH AVENUE,,
CLARE HALL AVENUE,3,3,1,4,4,1240,,0,313302,MALAHIDE ROAD,GRANGE ROAD,
BOTANIC MEWS,6,1,1,,,50,,0,319709,PROSPECT AVENUE,,
WINDMILL CRESCENT,6,4,1,10,18,133,,0,332801,WINDMILL ROAD,,
WELLMOUNT PARADE,6,2,2,,,0,,0,313117,WELLMOUNT ROAD,,
VINTAGE COURT,6,4,1,,,0,,0,326318,CORK STREET,,
EASTWOOD,6,2,1,,,0,,0,313025,RATHVILLY ROAD,,
VERNON WOOD,6,3,1,16,16,0,,0,,VERNON AVENUE,,
SAINT JOHNS COURT,6,3,1,7,7,500,,0,313214,CASTLEKEVIN ROAD,,
RAFTER'S AVENUE,6,4,1,8,16,244,,0,332801,RAFTERS ROAD,,
CRUMLIN PARK,6,4,1,10,18,192,,0,332801,CRUMLIN ROAD,,
BIGGER LANE,7,4,3,10,18,358,,0,332710,BIGGER ROAD,,
PODDLE CLOSE,6,4,1,,,295,,0,332807,PODDLE PARK,,
ABBEY COTTAGES,6,1,4,12,12,40,,0,326305,ABBEY STREET,,
CHANEL COURT,6,3,1,9,9,0,,0,313220,CHANEL ROAD,,
FATHER BIDONE COURT,6,4,1,,,0,,0,326210,ST. MARY'S AVE. WEST,,
ORIEL HALL,6,1,1,16,16,0,,0,319822,ORIEL STREET,,
PARK SPRINGS,6,1,1,,,0,,0,319716,NEPHIN ROAD,,
NORTHBROOK WALK,6,5,1,,,0,,0,326421,NORTHBROOK LANE,,
RIVER WALK,6,4,1,,,0,,0,326215,THOMAS DAVIS ST.WEST,,
STONE MEWS,7,5,1,5,18,98,,0,332810,RATHMINES PARK,,
CROMCASTLE CLOSE,5,3,1,7,7,0,,0,313214,CROMCASTLE GREEN,,
OUR LADY'S CLOSE,6,4,1,,,0,,0,326313,OUR LADY'S ROAD,,
BELVEDERE SQUARE,6,1,1,9,9,0,,0,319725,BELVIDERE COURT,,
ROBINSON'S COURT,6,4,1,,,62,,0,326313,CORK STREET,,
RATHMINES AVENUE COURT,6,5,1,,,0,,0,332805,RATHMINES AVENUE,,
TENTERFIELDS,6,4,1,,,0,,0,326319,BROWN STREET SOUTH,,
LEICESTER COURT,6,5,1,,,0,,0,332809,LEICESTER AVENUE,,
CRAMPTON AVENUE,6,5,1,,,0,,0,326418,SHELBOURNE ROAD,,
DALYMOUNT PARK LANE,7,1,2,12,20,248,,0,319719,ST. PETERS ROAD,,
CAPPAGH GREEN,6,2,1,1,1,280,,0,313111,,,
ROSSAVEAL COURT,6,4,1,1,9,89,,0,326207,DRUM FINN ROAD,,
ROSSAVEAL COURT,6,4,1,1,9,89,,0,326207,DRUM FINN ROAD,,
LORCAN O'TOOLE COURT,6,4,1,10,18,70,,0,,LORCAN O'TOOLLE PARK,,
SAINT VINCENTS COURT,6,3,1,13,13,55,,0,319803,COLLINS AVENUE,,
SAINT JOHN'S COURT,6,3,1,7,7,65,,0,,MALAHIDE ROAD,,
CHARLEMONT LANE,7,3,2,15,15,322,,0,319813,CLONTARF ROAD,HOWTH ROAD,Lana Achadh
TOLKA VALE,6,2,1,,,0,,0,319703,FINGLAS ROAD,,Gleann Tulcha
SAINT LAURENCE GLEN,6,4,1,,,0,,0,326209,SARSFIELD ROAD,,Gleann Lorcain
SHEA'S LANE,7,1,1,1,1,0,,0,,MANOR STREET,,Lana Ui She
MOATVIEW CLOSE,6,3,1,2,2,0,,0,313205,,,
MOATVIEW TERRACE,6,3,1,2,2,0,,0,313205,,,
THE PARK,5,3,1,7,7,0,,0,,BEAUMONT WOODS,,
THE GREEN,6,3,1,7,7,0,,0,313218,BEAUMOUNT WOODS,THE CLOSE,
THE CLOSE,6,3,1,7,7,0,,0,,BEAUMONT WOODS,,
BEAUMONT COURT,6,3,1,7,7,0,,0,313218,,,
SAINT BRIGID'S CLOSE,6,3,1,14,14,68,,0,313225,ST BRIGID'S GROVE,,
SAINT BRIGID'S GROVE,6,3,1,14,14,604,,0,313225,ST BRIGID'S ROAD,,
SAINT BRIGID'S GREEN,6,3,1,14,14,104,,0,313225,ST BRIGID'S GROVE,,
SAINT BRIGID'S LAWN,6,3,1,14,14,129,,0,313225,ST BRIGID'S GROVE,,
ACCOMMODATION WALK,7,5,3,11,24,243,,0,326413,FITZWILLIAM QUAY,LONDONBRIDGE ROAD,An Congar
ACCOMMODATION WALK,7,5,2,11,24,343,,0,,LONDONBRIDGE ROAD,NEWBRIDGE ROAD,An Congar
ACCOMMODATION WALK,7,5,2,11,24,485,,0,326418,LANSDOWNE ROAD,HERBERT COTTAGES,An Congar
ACCOMMODATION WALK,7,5,2,11,24,460,,0,326414,PIGEON HOUSE ROAD,STRAND STREET,An Congar
ACCOMMODATION WALK,7,5,2,11,24,258,,0,,CLONSKEAGH ROAD,BROOKVALE ROAD,An Congar
ACCOMMODATION WALK,7,5,3,11,24,540,,0,,STRAND TERRACE,CLONSKEAGH ROAD,An Congar
PIGEON HOUSE ROAD,3,5,1,18,31,992,,0,326410,WHITEBANK ROAD,ESB STATION GATES,Bóthar Theach Pigeon
OAKLEY PARK,6,5,1,,,68,,0,332901,OAKLEY ROAD,,
THE BELFRY,6,3,1,12,12,87,,0,313319,KILBARRACK ROAD,,An Clogtheach
MAYFIELD,6,5,1,,,0,,0,332819,ZION ROAD,,
ABBEY COURT,6,3,1,14,14,68,,1987,319805,ABBEY PARK,,
RICHMOND LODGE,6,3,1,,,50,,1999,319812,CONVENT AVENUE,,
WALKINSTOWN CLOSE,6,4,1,9,17,115,,0,332709,WALKINSTOWN GREEN,,
ABERCORN SQUARE,3,4,1,5,13,252,,1996,326215,,,
ADELAIDE,6,5,1,,,0,,1995,332905,STRAND ROAD,,
ARRAN QUAY TERRACE,4,1,1,3,3,84,,0,326309,SMITHFIELD,QUEEN ST.,
BALLSBRIDGE WOOD,6,5,1,,,0,,1996,326418,SHELBOURNE ROAD,,
BALLYBOGGAN INDUSTRIAL ESTATE,5,2,1,,,0,,0,319701,BALLYBOGGAN ROAD,,
BAROMA,6,4,1,,,0,,1986,332813,KIMMAGE ROAD LWR,,
BEATTY'S AVENUE,6,5,1,17,30,211,,1971,326423,MERRION ROAD,,
BEECH HILL COURT,6,5,1,,,0,,0,332908,BEECH HILL ROAD,,
BEECH HILL CRESCENT,6,5,2,12,25,179,,0,332908,,,
BEECH HILL TERRACE,6,5,2,12,25,167,,0,332908,,,
BELCAMP CRESCENT,4,3,1,2,2,590,,0,313205,,,
BELFIELD COURT,6,5,1,,,0,,0,332914,STILLORGAN ROAD,,
BOYNE COURT,6,4,1,,,0,,0,326324,HAROLDS CROSS ROAD,,
BRABAZON ROW,6,4,4,7,7,44,,0,326314,BRABAZON PLACE,,
BROOKLAWN,6,3,1,,,0,,0,319814,STRANDVILLE AVENUE EAST,,
CHATHAM LANE,7,5,2,13,5,52,,0,326315,CHATHAM STREET,HARRY STREET,
CHERRY COURT,6,5,1,,,0,,0,332808,MOUNT TALLANT AVENUE,,
CLONSHAUGH INDUSTRIAL ESTATE,5,3,1,,,0,,0,313209,OSCAR TRAYNOR ROAD,,
COGGLE'S COURT,7,5,1,9,1,0,,0,326310,DAME STREET,,
COLLINSWOOD,5,3,1,13,13,2985,,0,313222,COLLINS AVENUE,,
CONVENT VIEW COTTAGES,6,2,1,,,0,,0,319712,RATHOATH ROAD,,
COW PARLOUR,6,4,1,7,7,47,,0,326319,EBENEZER TERRACE,O'CURRY AVENUE,
CROYDON TERRACE,3,3,1,15,17,99,,0,319807,PHILIPSBURG AVENUE,CROYDON GARDENS,
EGLINTON COURT,6,5,2,,,0,,0,332907,EGLINTON ROAD,,
EGLINTON WOOD,6,5,2,,,0,,0,332907,EGLINTON ROAD,,
FAIRFIELD COURT,6,5,1,,,5,,0,326418,NEWBRIDGE AVENUE,,
FATHER MATHEW BRIDGE,2,4,1,R09,R09,49,R108,0,326309,INNS QUAY,MERCHANTS QUAY,
GRATTAN BRIDGE,3,5,1,R09,R05,73,,0,326310,ESSEX QUAY,ORMOND QUAY,
GREENLEA PLACE,6,4,1,,,0,,0,332813,TERENURE ROAD WEST,,Plás Glasléana
GLENAULIN,6,4,1,,,0,,0,326202,LUCAN ROAD,,Ghleann álainn
SAINT KEVIN'S COURT,7,5,1,,,0,,0,332820,SAINT KEVINS PARK,,
JERVIS LANE UPPER,7,1,4,12,12,136,,0,326305,PARNELL STREET,MARY STREET,
JOSHUA LANE,7,5,2,17,9,28,,0,326411,DAWSON STREET,,
KINGSLAND PARK AVENUE,6,5,3,12,4,131,,1971,326320,SOUTH CIRCULAR ROAD,LENNOX STREET,
KIRKWOOD,6,5,1,,,0,,0,332904,PARK AVENUE,,
KYLE CLARE ROAD,6,5,1,18,31,55,,1986,326414,PINE ROAD,,
LAMBOURNE VILLAGE,6,3,1,,,0,,0,319815,KINCORA GROVE,,
KNIGHTS BRIDGE,6,3,1,,,0,,0,319815,CASTLE AVENUE,,
LIFFEY STREET UPPER,4,1,1,12,12,133,,0,326305,ABBEY STREET UPPER,HENRY STREET,
MACARTNEY BRIDGE,2,5,1,R07,R18,38,R816,0,326417,BAGGOT ST UPR,BAGGOT ST LWR,
MADDEN ROAD,6,4,3,7,7,110,,0,326319,SUSAN TERRACE,,
MADDENS COURT,7,4,2,6,6,76,,0,326309,69 -70 THOMAS STREET,,
MANOR VILLAS,7,4,2,,,0,,0,332803,MOUNT ARGUS GROVE,,
MARTELLO MEWS,6,5,1,,,0,,0,332905,SYDNEY PARADE AVENUE,,
MARTELLO VIEW,6,5,1,,,0,,0,326420,STRAND ROAD,,
MELLOWES ROAD,6,2,2,1,1,434,,,,NORTH ROAD,,Bóthar Uí Mhaoilíosa
MILLBROOK VILLAGE,6,5,1,,,0,,1983,332907,MILLTOWN ROAD,PALMERSTON GROVE,
MUIRFIELD DRIVE,5,4,1,,,0,,0,326224,NAAS ROAD,NAAS ROAD BUSINESS PARK,
PRIORY NORTH,6,1,1,,,,,1999,319706,ASHINGTON AVENUE,,
O'DONOVAN ROSSA BRIDGE,3,5,1,R09,R05,52,,0,326309,INNS QUAY,MERCHANTS QUAY,
PARK COURT,6,5,1,,,,,1988,326424,PARK LANE,,
PARK VIEW,6,5,1,,,,,0,332820,ORWELL ROAD,,
PARK VIEW,6,1,1,10,18,160,,1990,319717,DUNARD ROAD,,
PARK VIEW,6,5,1,,,,,0,326421,NORTHBROOK AVENUE,,
PARK WEST ROAD,4,4,1,2,10,214,,2001,326221,PARK WEST AVENUE,,
PORTOBELLO,4,5,1,12,4,84,,0,326325,RICHMOND ROW,RICHMOND STREET SOUTH,
PORTOBELLO SQUARE,7,5,2,12,4,64,,0,326324,CLANBRASSIL STREET UPPER,,
ROYAL CANAL COURT,6,1,1,5,5,,,0,319719,ROYAL CANAL BANK,,
SAINT GABRIELS COURT,6,3,1,,,,,0,319912,SAINT GABRIELS ROAD,,
SAINT JOHN'S TERRACE,6,4,2,6,6,18,,0,326314,SAINT JOHNS AVENUE,,
SAINT LAURENCE GROVE,6,4,2,4,12,175,,1975,326208,SAINT LAURENCE ROAD,,
SAINT LAURENCE GROVE,6,4,3,4,12,24,,,326208,SAINT LAURENCE ROAD,,
SEABURY,6,5,1,,,,,0,332905,SYDNEY PARADE AVENUE,,
STEPHEN STREET LOWER,4,5,2,13,5,142,,0,326315,AUNGIER STREET,WILLIAM STREET,
STELLA AVENUE,6,1,2,14,22,106,,0,319705,SAINT MOBHI ROAD,RATHLIN ROAD,
SYDENHAM COURT,6,5,1,,,,,0,326423,SYDENHAM ROAD,,
TERRACE PLACE,6,1,2,14,14,32,,0,319821,BELLA STREET,,
THE BEECHES,6,3,1,4,4,182,,1985,313313,GRANGE ROAD,,
THE CLOISTERS,6,3,1,,,106,,0,319802,GRACE PARK ROAD,,
TOM KELLY ROAD,6,5,1,,,,,0,326320,CHARLEMONT STREET,,
VENETIAN HALL,6,3,1,,,,,0,319805,HOWTH ROAD,,
WILLOW FIELD,6,5,1,17,30,155,,0,326424,PARK AVENUE,,Páirc na Saileán
YEWLAND TERRACE,6,4,3,12,20,77,,0,332814,TERENURE ROAD NORTH,,
EMMET COURT,6,4,1,,,,,0,326316,SAINT VINCENT STREET WEST,,
GRATTAN LODGE,5,3,1,,,,,2000,313303,HOLE IN THE WALL ROAD,,
GRATTAN WOOD,6,3,1,,,,,2000,313303,HOLE IN THE WALL ROAD,,
FINN EBER FORT,6,2,1,,,,,2000,313117,FARNHAM DRIVE,,
BELCAMP AVENUE,4,3,3,2,2,550,,0,313205,,,
BELCAMP AVENUE,6,3,3,2,2,256,,0,313205,,,
WHARTON TERRACE,6,5,2,3,16,37,,1940,326324,15 HAROLD CROSS ROAD,,
NEWCOMEN BRIDGE,2,1,1,R13,R13,35,R105,,319822,NORTH STRAND ROAD,,
NOEL PURCELL WALK,4,5,1,13,5,67,,2000,326315,DIGGES LANE,MERCER STREET LOWER,
THE WINDMILL,6,5,1,,,,,1996,326407,WINMILL LANE,,
ADAIR COURT,7,1,2,5,5,67,,0,319725,SAINT JOSEPHS PARADE,,
THE COURTYARD,6,5,1,,,,,0,332907,HOLLYBANK AVENUE UPPER,,
THE ORCHARD,6,5,1,,,,,0,332907,CHERRYFIELD AVENUE UPPER,,
ADELAIDE COURT,6,5,1,,,,,0,326320,ADELAIDE ROAD,,
HOWTH ROAD NUMBER 150,6,3,1,,,,,2000,319810,HOWTH ROAD,,
CADOGAN COURT,6,1,1,15,8,,,2000,319817,CADOGAN ROAD,,
COLLINS SQUARE,6,1,1,1,1,,,0,326303,BENBURB STREET,,
BOTANIC SQUARE,6,3,1,,,,,2000,319710,BOTANIC AVENUE,,
HEATH SQUARE,6,2,1,,,,,2000,313112,MC KEE AVENUE,,
MULBERRY LANE,7,5,2,13,26,,,0,332902,DONNYBROOK ROAD,AUBURN ROAD,
CHURCH SQUARE,6,1,1,16,16,,,2000,319822,CHRUCH ROAD,,
CLONLIFFE SQUARE,6,3,1,,,,,2000,319811,DISTILLARY ROAD,,
WINDSOR LANE,6,1,2,15,8,,,0,319812,FAIRVIEW AVENUE LOWER,,
KENNEDY COURT,6,5,1,,,,,0,326414,SAINT BRENDANS COTTAGES,,
CHERRY ORCHARD COURT,5,4,1,,,,,2000,326216,CHERRY ORCHARD CRESECENT,,
CONVENT AVENUE,6,5,1,,,,,2000,332911,MILLTOWN AVENUE,,
MILLTOWN AVENUE,6,5,1,,,,,2000,332911,MILLTOWN ROAD,MERTON WALK,
MERTON CRESCENT,6,5,1,,,,,2000,332911,MILLTOWN AVENUE,,
MERTON WALK,6,5,1,,,,,2000,332911,MILLTOWN AVENUE,,
PARKGATE PLACE,6,1,1,1,1,,,2000,326308,PARKGATE STREET,,
DUNBUR,6,5,1,,,,,2000,332908,BROOKVALE ROAD,,
CLONSHAUGH GLEN,6,3,1,,,,,2000,313205,CLONSHAUGH AVENUE,,
BELMONT SQUARE,6,3,1,,,,,2001,313318,BELMONT PARK,,
SOUTH BANK QUAY,6,5,1,,,,,2001,326408,THORNCASTLE STREET,,
PREMIER SQUARE,6,2,1,,,,,2001,313123,FINGLAS ROAD,,
LISSADEL GREEN,6,4,1,,,,,2001,326321,LISSADEL AVENUE,,
BURN SIDE,6,2,1,,,,,2001,313207,MAGENTA CRESCENT,,
COULTRY COURT,6,2,1,,,,,2001,313206,COULTRY WAY,,
COULTRY CLOSE,6,2,1,,,,,2001,313206,SHANGAN CRESCENT,,
DERRYNANE SQUARE,6,1,1,4,4,,,2001,319720,1NNISFALLEN PARADE,,
GRACEPARK MANOR,6,3,1,,,,,2001,319802,GRACE PARK ROAD,,
ROCKMEADE COURT,6,4,1,,,,,2001,332802,WINDMILL ROAD,,
FORT OSTMAN,6,4,1,,,,,2001,326322,OLD COUNTY GLEN,,
WOODHAZEL TERRACE,6,2,1,,,,,2001,313110,COULTRY ROAD,,
WOODHAZEL WAY,6,2,1,,,,,2001,313110,WOODHAZEL TERRACE,WOODHAZEL CLOSE,
WOODHAZEL CLOSE,6,2,1,,,,,2001,313110,WOODHAZEL CLOSE,,
LONGDALE TERRACE,6,2,1,,,,,2001,313110,WOODHAZEL TERRACE,,
LONGDALE WAY,6,2,1,,,,,2001,313110,LONGDALE TERRACE,,
BARNVILLE PARK,6,4,1,,,,,2001,326216,CHERRY ORCHARD COURT,,
KILLAN COURT,6,1,1,16,16,,,2001,326403,CHURCH ROAD,,
KEARNS COURT,6,4,1,,,,,2001,326312,KEARNS PLACE,,
ALL HALLOWS SQUARE,6,3,1,,,,,2001,319806,BERESFORD AVENUE,,
ABBEYFIELD LAWNS,6,3,1,,,,,2001,319805,ABBEYFIELD,,
PERCY CLOSE,6,5,1,,,,,2001,326417,PERCY LANE,,
ALL SAINTS CLOSE,7,3,1,,,33,,0,319902,ALL SAINTS PARK,,
RICHMOND LANE,7,5,2,,,300,,0,326325,RICHMOND HILL,,
KNOCKMAREE,6,4,1,,,,,2001,326208,SAINT LAURENCE ROAD,,
PARK WEST ROAD,4,4,1,2,10,,,2001,326221,PARK WEST AVENUE,,
HENRY ROAD,4,4,1,,,,,2001,326217,BANVILLE AVENUE,,
FRIEL AVENUE,4,4,1,,,,,2001,326217,PARK WEST ROAD,LE BROCQUAY AVENUE,
LE BROCQUY AVENUE,4,4,1,,,,,2001,326217,FRIEL AVENUE,BANAVILLE AVENUE,
BANVILLE AVENUE,4,4,1,,,,,2001,326217,LE BROCQUY AVENUE,PARK WEST ROAD,
REUBEN SQUARE,6,4,1,,,,,2002,326318,REUBENS AVENUE,,
ISLAND BRIDGE,2,4,1,R08,R17,37,R111,0,326306,SOUTH CIRCULAR ROAD,SOUTH CIRCULAR ROAD,
BELLEVUE,6,4,1,,,,,2001,326306,SOUTH CIRCULAR ROAD,,
LAUREL PLACE,6,4,1,,,,,2002,332813,THE LAURELS,,
BULFIN COURT,6,4,1,,,,,2002,326311,BULFIN ROAD,,
THE COPSE,6,3,1,,,,,2002,319806,ALL HALLOWS SQUARE,BERESFORD AVENUE,
GATEWAY VIEW,6,2,1,,,,,2002,313115,BALLYMUN ROAD,,
GATEWAY AVENUE,6,2,1,,,,,2002,313115,BALLYMUN ROAD,,
GATEWAY GARDEN,6,2,1,,,,,2002,313115,GATEWAY AVENUE,,
GATEWAY COURT,6,2,1,,,,,2002,313115,GATEWAY AVENUE,,
GATEWAY MEWS,6,2,1,,,,,2002,313115,GATEWAY CRESCENT,,
GATEWAY PLACE,6,2,1,,,,,2002,313115,GATEWAY CRESCENT,,
GATEWAY CRESCENT,6,2,1,,,,,2002,313115,BALLYMUN ROAD,,
BEECHLAWN DRIVE,6,3,1,,,,,2002,313215,OSCAR TRAYNOR ROAD,,
SALLOWOOD VIEW,6,2,1,,,,,2002,313206,SANTRY AVENUE,,
FORESTWOOD CLOSE,6,2,1,,,,,2002,313206,SANTRY AVENUE,,
POPPINTREE PARK LANE WEST,3,2,1,2,2,760,,2002,313108,JAMESTOWN ROAD,POPINTREE ROAD,
HOLLYWELL,6,2,1,,,,,2002,313108,POPPINTREE PARK LANE WEST,,
SANTRY WAY,5,2,1,,,,,2002,313206,COULTRY ROAD,SANTRY AVENUE,
AILESBURY WOOD,6,5,1,,,,,2002,332909,AILESBURY ROAD,,
ROSE GLEN MANOR,6,3,1,,,,,2002,313309,ROSEGLEN AVENUE,,
BERKELEY TERRACE,6,5,1,,,,,2000,326418,SHELBOURNE ROAD,,
SAINT LUKE'S AVENUE,3,4,1,7,7,325,,2003,326314,THE COOMBE,CORK STREET,Ascaill San Lúcas
KNOCK RIADA,6,4,1,,,,,2003,326203,LUCAN ROAD,,
VERVILLE COURT,6,3,1,,,,,2003,319810,VERNON AVENUE,,
NEWTOWN COURT,6,3,1,,,,,2003,313302,N32,,
VICTORIA TERRACE,6,3,1,,,,,2003,319820,CLONTARF ROAD,,
SUMMERVILLE,6,3,1,15,15,268,,1999,319820,CLONTARF ROAD,,
EMMET CRESCENT,6,4,1,,,,,2003,326220,SAINT VINCENT STREET WEST,,
THE GASWORKS,6,5,1,,,,,2003,326412,BARROW STREET,,
CLONSHAUGH WOODS,6,3,1,,,,,2003,306324,CLONSHAUGH ROAD,,
AILESBURY CLOSE,6,5,1,,,,,0,332908,AILESBURY ROAD,,
DAKOTA COURT,6,1,1,4,4,,,2003,319720,ROYAL CANAL BANK,,
THORNHILL LANE,7,3,1,,,,,2003,319907,MOUNT PROSPECT AVENUE,,
COLLINS CLOSE,7,3,1,,,,,2003,313222,COLLINS AVENUE,,
BARNVILLE GREEN,4,4,1,,,,,2003,313216,BARNAVILLE WALK,,
BARNVILLE WALK,4,4,1,,,,,2003,313216,BARNAVILLE AVENUE,BARNAVILLE GREEN,
BUTLER'S PEIR,6,5,1,,,,,2004,326408,BENSON STREET,,
SEVEN OAKS,6,4,1,,,,,2004,326215,SARSFIELD ROAD,,
BRADOGUE COURT,6,1,1,,,,,2004,319718,ANNAMOE ROAD,,
THE ISLAND,6,4,1,,,,,2004,326203,MAIDEN ROW,,
SIMMONSCOURT,6,5,1,,,,,1997,332903,ANGLESEA ROAD,,
SIMMONSCOURT SQUARE,6,5,1,,,,,1997,332903,SIMMONSCOURT ROAD,,
SHEA'S COURT,6,1,1,2,2,,,1997,319723,SHEA'S LANE,,
MANOR STREET BUSINESS PARK,6,1,1,2,2,,,1997,319723,SHEA'S LANE,,
NORTHUMBERLAND COURT,6,5,1,,,,,2000,326412,NORTHUMBERLAND ROAD,,
GRANGE ABBEY ROAD,5,3,1,5,5,728,,,313309,HOLE IN THE WALL ROAD,,
COW'S LANE,7,5,5,,,,,2000,326310,LORD EDWARD STREET,ESSEX STREET WEST,
MAREWOOD CRESCENT,5,2,1,,,,,2001,313109,SILLOUE ROAD,BALBUTCHER LANE,
MAREWOOD DRIVE,5,2,1,,,,,2001,313109,BELCLARE CRESCENT,MAREWOOD CRESCENT,
MAREWOOD GROVE,6,2,1,,,,,2001,313109,MAREWOOD DRIVE,,
BARNEWALL DRIVE,6,2,1,,,,,2001,313109,MAREWOOD CRESCENT,,
HOLLYTREE SQUARE,6,2,1,,,,,2001,313109,BELCLARE CRESCENT,,
ORCHARD PARK,6,2,1,,,,,2001,313109,BELCLARE CRESCENT,,
CASTLE VIEW,7,3,2,9,9,165,,0,319815,KINCORA ROAD,,
BELGROVE PARK,6,4,1,,,,,2003,319911,MOUNT PROSPECT LAWNS,,
ORCHARD WAY,6,3,1,,,,,2003,313307,GREENWOOD WALK,,
ROE LANE,7,4,1,,,,,2003,326308,THOMAS STREET WEST,BONHAM STREET,
CLANCARTHY COURT,6,3,1,,,,,2004,319804,CLANCARTY ROAD,,
BOW BRIDGE PLACE,6,4,1,,,,,1999,326302,IRWIN STREET,,
ANNESLEY CLOSE,6,1,1,14,14,,,2004,319817,ANNESLEY AVENUE,,Clós Ainisle
HOLLYBROOK,6,4,1,7,15,43,,0,326224,BLUEBELL AVENUE,,
TIMBER MILLS,6,3,1,,,,,2004,313224,MARYFIELD CRESCENT,,
THE PADDOCKS,6,3,1,,,,,0,319819,HADDON PARK,,
THE PADDOCKS,6,4,1,,,,,0,326312,ROTH ABBEY,,
ELLIS COURT,6,1,1,1,1,36,,0,326308,BENBURB STREET,,
ROYSTON VILLAGE,6,4,1,10,18,138,,1999,332811,LORCAN O TOOLE PARK,,
ALONE WALK,7,3,1,,,40,,0,313225,BROOKWOOD AVENUE,,
ALONE WALK,7,3,1,14,14,44,,0,313225,BROOKWOOD AVENUE,,
LABRE PARK,6,4,1,,,441,,0,326218,KYLEMORE ROAD,,
SHREWSBURY,6,5,1,17,30,613,,1991,326424,SHREWSBURY PARK,,Sriúsbaire
JAMESTOWN SQUARE,6,4,1,,,83,,0,326219,JAMESTOWN ROAD,,
EATON COURT,6,4,1,,,,,0,332814,TERENURE ROAD NORTH,,
EATON HALL,6,4,1,,,,,0,332814,TERENURE ROAD NORTH,,
CLEARSTREAM COURT,6,2,1,,,,,0,313112,MCKEE AVENUE,,
SANDFORD CLOSE,6,5,2,11,24,130,,,332901,SANDFORD ROAD,,
LUCKY LANE,7,1,2,1,1,137,,0,319723,AUGHRIM PLACE,COWPER STREET,
ORWELL WOODS,6,5,1,,,,,0,332820,ORWELL PARK,,
MILLENNIUM WALKWAY,7,1,5,12,12,,,2003,326310,STRAND STREET GREAT,ABBEY STREET UPPER,
BLOOM'S LANE,7,1,5,12,12,,,2003,326310,ORMOND QUAY LOWER,STRAND STREET GREAT,
RIVERMOUNT COTTAGES,7,1,1,11,19,52,,0,319703,BALLYBOGGAN ROAD,,
HORTON COURT,6,4,3,13,21,,,0,332818,TERENURE ROAD WEST,,
ALL HALLOWS GREEN,,1,1,,,,,0,319806,ALL HALLOWS SQUARE,THE COPSE,
KYLEMORE WAY,4,4,1,5,13,790,,2005,326219,JAMESTOWN ROAD,KYLEMORE ROAD,
KINGSLAND LANE,7,5,2,12,4,72,,0,326320,KINGSLAND PARK AVENUE,,
WOOD STREET,6,5,2,10,2,57,,,326315,WHITEFRIAR'S STREET,,
WICKLOW LANE,7,5,3,13,5,38,,,326310,WICKLOW STREET,,
